viewpoint,AnomalyDINO,Dinomaly,INP-Former
C1,0.847271689180722,0.878826043591583,0.889805263207992
C2,0.8447281978981738,0.869383618139274,0.879519651385413
C3,0.8484985900533263,0.8586557572077608,0.87269119574367
C4,0.8544861049131465,0.8645284312295342,0.882318262086928
C5,0.8341018402045557,0.8525599006360424,0.8675511751291608
